odometer_value, year_produced, engine_capacity, duration_listed, transmission_mechanical, engine_type_electric, engine_type_gasoline, has_warranty_True, is_exchangeable_True, engine_has_gas_True, body_type_coupe, body_type_hatchback, body_type_liftback, body_type_limousine, body_type_minibus, body_type_minivan, body_type_pickup, body_type_sedan, body_type_suv, body_type_universal, body_type_van, state_new, state_owned, engine_fuel_electric, engine_fuel_gas, engine_fuel_gasoline, engine_fuel_hybrid-diesel, engine_fuel_hybrid-petrol, drivetrain_front, drivetrain_rear, location_region_Витебская обл., location_region_Гомельская обл., location_region_Гродненская обл., location_region_Минская обл., location_region_Могилевская обл., feature_0_True, feature_1_True, feature_2_True, feature_3_True, feature_4_True, feature_5_True, feature_6_True, feature_7_True, feature_8_True, feature_9_True
571317,1999,2.5,43,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
